"","ensembl_gene_id","entrezgene_id","hgnc_symbol","gene_biotype","chromosome_name","start_position","end_position"
"342","ENSG00000284383",124906461,"","protein_coding","HG2023_PATCH",163856,165127
"343","ENSG00000284383",124906460,"","protein_coding","HG2023_PATCH",163856,165127
"344","ENSG00000284383",124906459,"","protein_coding","HG2023_PATCH",163856,165127
"345","ENSG00000284383",124906458,"","protein_coding","HG2023_PATCH",163856,165127
"346","ENSG00000284383",124906457,"","protein_coding","HG2023_PATCH",163856,165127
"347","ENSG00000284383",124906456,"","protein_coding","HG2023_PATCH",163856,165127
"348","ENSG00000284383",124906454,"","protein_coding","HG2023_PATCH",163856,165127
"349","ENSG00000284383",124906453,"","protein_coding","HG2023_PATCH",163856,165127
"350","ENSG00000284383",124906452,"","protein_coding","HG2023_PATCH",163856,165127
"351","ENSG00000284496",124906466,"","protein_coding","HG2023_PATCH",167162,168433
"352","ENSG00000284496",124906465,"","protein_coding","HG2023_PATCH",167162,168433
"353","ENSG00000284496",124906464,"","protein_coding","HG2023_PATCH",167162,168433
"354","ENSG00000284496",124906463,"","protein_coding","HG2023_PATCH",167162,168433
"355","ENSG00000284496",124906462,"","protein_coding","HG2023_PATCH",167162,168433
"356","ENSG00000284496",124906461,"","protein_coding","HG2023_PATCH",167162,168433
"357","ENSG00000284496",124906460,"","protein_coding","HG2023_PATCH",167162,168433
"358","ENSG00000284496",124906459,"","protein_coding","HG2023_PATCH",167162,168433
"359","ENSG00000284496",124906458,"","protein_coding","HG2023_PATCH",167162,168433
"360","ENSG00000284496",124906457,"","protein_coding","HG2023_PATCH",167162,168433
"361","ENSG00000284496",124906456,"","protein_coding","HG2023_PATCH",167162,168433
"362","ENSG00000284496",124906454,"","protein_coding","HG2023_PATCH",167162,168433
"363","ENSG00000284496",124906453,"","protein_coding","HG2023_PATCH",167162,168433
"364","ENSG00000284496",124906452,"","protein_coding","HG2023_PATCH",167162,168433
"365","ENSG00000284262",124906466,"","protein_coding","HG2023_PATCH",170468,171739
"366","ENSG00000284262",124906465,"","protein_coding","HG2023_PATCH",170468,171739
"367","ENSG00000284262",124906464,"","protein_coding","HG2023_PATCH",170468,171739
"368","ENSG00000284262",124906463,"","protein_coding","HG2023_PATCH",170468,171739
"369","ENSG00000284262",124906462,"","protein_coding","HG2023_PATCH",170468,171739
"370","ENSG00000284262",124906461,"","protein_coding","HG2023_PATCH",170468,171739
"371","ENSG00000284262",124906460,"","protein_coding","HG2023_PATCH",170468,171739
"372","ENSG00000284262",124906459,"","protein_coding","HG2023_PATCH",170468,171739
"373","ENSG00000284262",124906458,"","protein_coding","HG2023_PATCH",170468,171739
"374","ENSG00000284262",124906457,"","protein_coding","HG2023_PATCH",170468,171739
"375","ENSG00000284262",124906456,"","protein_coding","HG2023_PATCH",170468,171739
"376","ENSG00000284262",124906454,"","protein_coding","HG2023_PATCH",170468,171739
"377","ENSG00000284262",124906453,"","protein_coding","HG2023_PATCH",170468,171739
"378","ENSG00000284262",124906452,"","protein_coding","HG2023_PATCH",170468,171739
"379","ENSG00000283767",124906466,"","protein_coding","HG2023_PATCH",173774,175045
"380","ENSG00000283767",124906465,"","protein_coding","HG2023_PATCH",173774,175045
"381","ENSG00000283767",124906464,"","protein_coding","HG2023_PATCH",173774,175045
"382","ENSG00000283767",124906463,"","protein_coding","HG2023_PATCH",173774,175045
"383","ENSG00000283767",124906462,"","protein_coding","HG2023_PATCH",173774,175045
"384","ENSG00000283767",124906461,"","protein_coding","HG2023_PATCH",173774,175045
"385","ENSG00000283767",124906460,"","protein_coding","HG2023_PATCH",173774,175045
"386","ENSG00000283767",124906459,"","protein_coding","HG2023_PATCH",173774,175045
"387","ENSG00000283767",124906458,"","protein_coding","HG2023_PATCH",173774,175045
"388","ENSG00000283767",124906457,"","protein_coding","HG2023_PATCH",173774,175045
"389","ENSG00000283767",124906456,"","protein_coding","HG2023_PATCH",173774,175045
"390","ENSG00000283767",124906454,"","protein_coding","HG2023_PATCH",173774,175045
"391","ENSG00000283767",124906453,"","protein_coding","HG2023_PATCH",173774,175045
"392","ENSG00000283767",124906452,"","protein_coding","HG2023_PATCH",173774,175045
"393","ENSG00000284210",124906466,"","protein_coding","HG2023_PATCH",177080,178351
"394","ENSG00000284210",124906465,"","protein_coding","HG2023_PATCH",177080,178351
"395","ENSG00000284210",124906464,"","protein_coding","HG2023_PATCH",177080,178351
"396","ENSG00000284210",124906463,"","protein_coding","HG2023_PATCH",177080,178351
"397","ENSG00000284210",124906462,"","protein_coding","HG2023_PATCH",177080,178351
"398","ENSG00000284210",124906461,"","protein_coding","HG2023_PATCH",177080,178351
"399","ENSG00000284210",124906460,"","protein_coding","HG2023_PATCH",177080,178351
"400","ENSG00000284210",124906459,"","protein_coding","HG2023_PATCH",177080,178351
"401","ENSG00000284210",124906458,"","protein_coding","HG2023_PATCH",177080,178351
"402","ENSG00000284210",124906457,"","protein_coding","HG2023_PATCH",177080,178351
"403","ENSG00000284210",124906456,"","protein_coding","HG2023_PATCH",177080,178351
"404","ENSG00000284210",124906454,"","protein_coding","HG2023_PATCH",177080,178351
"405","ENSG00000284210",124906453,"","protein_coding","HG2023_PATCH",177080,178351
"406","ENSG00000284210",124906452,"","protein_coding","HG2023_PATCH",177080,178351
"407","ENSG00000283884",124906466,"","protein_coding","HG2023_PATCH",180386,181657
"408","ENSG00000283884",124906465,"","protein_coding","HG2023_PATCH",180386,181657
"409","ENSG00000283884",124906464,"","protein_coding","HG2023_PATCH",180386,181657
"410","ENSG00000283884",124906463,"","protein_coding","HG2023_PATCH",180386,181657
"411","ENSG00000283884",124906462,"","protein_coding","HG2023_PATCH",180386,181657
"412","ENSG00000283884",124906461,"","protein_coding","HG2023_PATCH",180386,181657
"413","ENSG00000283884",124906460,"","protein_coding","HG2023_PATCH",180386,181657
"414","ENSG00000283884",124906459,"","protein_coding","HG2023_PATCH",180386,181657
"415","ENSG00000283884",124906458,"","protein_coding","HG2023_PATCH",180386,181657
"416","ENSG00000283884",124906457,"","protein_coding","HG2023_PATCH",180386,181657
"417","ENSG00000283884",124906456,"","protein_coding","HG2023_PATCH",180386,181657
"418","ENSG00000283884",124906454,"","protein_coding","HG2023_PATCH",180386,181657
"419","ENSG00000283884",124906453,"","protein_coding","HG2023_PATCH",180386,181657
"420","ENSG00000283884",124906452,"","protein_coding","HG2023_PATCH",180386,181657
"421","ENSG00000283955",124906466,"","protein_coding","HG2023_PATCH",183692,184963
"422","ENSG00000283955",124906465,"","protein_coding","HG2023_PATCH",183692,184963
"423","ENSG00000283955",124906464,"","protein_coding","HG2023_PATCH",183692,184963
"424","ENSG00000283955",124906463,"","protein_coding","HG2023_PATCH",183692,184963
"425","ENSG00000283955",124906462,"","protein_coding","HG2023_PATCH",183692,184963
"426","ENSG00000283955",124906461,"","protein_coding","HG2023_PATCH",183692,184963
"427","ENSG00000283955",124906460,"","protein_coding","HG2023_PATCH",183692,184963
"428","ENSG00000283955",124906459,"","protein_coding","HG2023_PATCH",183692,184963
"429","ENSG00000283955",124906458,"","protein_coding","HG2023_PATCH",183692,184963
"430","ENSG00000283955",124906457,"","protein_coding","HG2023_PATCH",183692,184963
"431","ENSG00000283955",124906456,"","protein_coding","HG2023_PATCH",183692,184963
"432","ENSG00000283955",124906454,"","protein_coding","HG2023_PATCH",183692,184963
"433","ENSG00000283955",124906453,"","protein_coding","HG2023_PATCH",183692,184963
"434","ENSG00000283955",124906452,"","protein_coding","HG2023_PATCH",183692,184963
"435","ENSG00000284025",124906466,"","protein_coding","HG2023_PATCH",186998,188269
"436","ENSG00000284025",124906465,"","protein_coding","HG2023_PATCH",186998,188269
"437","ENSG00000284025",124906464,"","protein_coding","HG2023_PATCH",186998,188269
"438","ENSG00000284025",124906463,"","protein_coding","HG2023_PATCH",186998,188269
"439","ENSG00000284025",124906462,"","protein_coding","HG2023_PATCH",186998,188269
"440","ENSG00000284025",124906461,"","protein_coding","HG2023_PATCH",186998,188269
"441","ENSG00000284025",124906460,"","protein_coding","HG2023_PATCH",186998,188269
"442","ENSG00000284025",124906459,"","protein_coding","HG2023_PATCH",186998,188269
"443","ENSG00000284025",124906458,"","protein_coding","HG2023_PATCH",186998,188269
"444","ENSG00000284025",124906457,"","protein_coding","HG2023_PATCH",186998,188269
"445","ENSG00000284025",124906456,"","protein_coding","HG2023_PATCH",186998,188269
"446","ENSG00000284025",124906454,"","protein_coding","HG2023_PATCH",186998,188269
"447","ENSG00000284025",124906453,"","protein_coding","HG2023_PATCH",186998,188269
"448","ENSG00000284025",124906452,"","protein_coding","HG2023_PATCH",186998,188269
"449","ENSG00000284025",124905408,"","protein_coding","HG2023_PATCH",186998,188269
"450","ENSG00000283878",124906466,"","protein_coding","HG2023_PATCH",190304,191575
"451","ENSG00000283878",124906465,"","protein_coding","HG2023_PATCH",190304,191575
"452","ENSG00000283878",124906464,"","protein_coding","HG2023_PATCH",190304,191575
"453","ENSG00000283878",124906463,"","protein_coding","HG2023_PATCH",190304,191575
"454","ENSG00000283878",124906462,"","protein_coding","HG2023_PATCH",190304,191575
"455","ENSG00000283878",124906461,"","protein_coding","HG2023_PATCH",190304,191575
"456","ENSG00000283878",124906460,"","protein_coding","HG2023_PATCH",190304,191575
"457","ENSG00000283878",124906459,"","protein_coding","HG2023_PATCH",190304,191575
"458","ENSG00000283878",124906458,"","protein_coding","HG2023_PATCH",190304,191575
"459","ENSG00000283878",124906457,"","protein_coding","HG2023_PATCH",190304,191575
"460","ENSG00000283878",124906456,"","protein_coding","HG2023_PATCH",190304,191575
"461","ENSG00000283878",124906454,"","protein_coding","HG2023_PATCH",190304,191575
"462","ENSG00000283878",124906453,"","protein_coding","HG2023_PATCH",190304,191575
"463","ENSG00000283878",124906452,"","protein_coding","HG2023_PATCH",190304,191575
"464","ENSG00000283878",124905411,"","protein_coding","HG2023_PATCH",190304,191575
"465","ENSG00000284181",124906466,"","protein_coding","HG2023_PATCH",193610,194881
"466","ENSG00000284181",124906465,"","protein_coding","HG2023_PATCH",193610,194881
"467","ENSG00000284181",124906464,"","protein_coding","HG2023_PATCH",193610,194881
"468","ENSG00000284181",124906463,"","protein_coding","HG2023_PATCH",193610,194881
"469","ENSG00000284181",124906462,"","protein_coding","HG2023_PATCH",193610,194881
"470","ENSG00000284181",124906461,"","protein_coding","HG2023_PATCH",193610,194881
"471","ENSG00000284181",124906460,"","protein_coding","HG2023_PATCH",193610,194881
"472","ENSG00000284181",124906459,"","protein_coding","HG2023_PATCH",193610,194881
"473","ENSG00000284181",124906458,"","protein_coding","HG2023_PATCH",193610,194881
"474","ENSG00000284181",124906457,"","protein_coding","HG2023_PATCH",193610,194881
"475","ENSG00000284181",124906456,"","protein_coding","HG2023_PATCH",193610,194881
"476","ENSG00000284181",124906454,"","protein_coding","HG2023_PATCH",193610,194881
"477","ENSG00000284181",124906453,"","protein_coding","HG2023_PATCH",193610,194881
"478","ENSG00000284181",124906452,"","protein_coding","HG2023_PATCH",193610,194881
"479","ENSG00000284181",124905410,"","protein_coding","HG2023_PATCH",193610,194881
"480","ENSG00000283820",124906466,"","protein_coding","HG2023_PATCH",196916,198187
"481","ENSG00000283820",124906465,"","protein_coding","HG2023_PATCH",196916,198187
"482","ENSG00000283820",124906464,"","protein_coding","HG2023_PATCH",196916,198187
"483","ENSG00000283820",124906463,"","protein_coding","HG2023_PATCH",196916,198187
"484","ENSG00000283820",124906462,"","protein_coding","HG2023_PATCH",196916,198187
"485","ENSG00000283820",124906461,"","protein_coding","HG2023_PATCH",196916,198187
"486","ENSG00000283820",124906460,"","protein_coding","HG2023_PATCH",196916,198187
"487","ENSG00000283820",124906459,"","protein_coding","HG2023_PATCH",196916,198187
"488","ENSG00000283820",124906458,"","protein_coding","HG2023_PATCH",196916,198187
"489","ENSG00000283820",124906457,"","protein_coding","HG2023_PATCH",196916,198187
"490","ENSG00000283820",124906456,"","protein_coding","HG2023_PATCH",196916,198187
"491","ENSG00000283820",124906454,"","protein_coding","HG2023_PATCH",196916,198187
"492","ENSG00000283820",124906453,"","protein_coding","HG2023_PATCH",196916,198187
"493","ENSG00000283820",124906452,"","protein_coding","HG2023_PATCH",196916,198187
"494","ENSG00000283820",124905409,"","protein_coding","HG2023_PATCH",196916,198187
"495","ENSG00000283363",124906466,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"496","ENSG00000283363",124906465,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"497","ENSG00000283363",124906464,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"498","ENSG00000283363",124906463,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"499","ENSG00000283363",124906462,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"500","ENSG00000283363",124906461,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"501","ENSG00000283363",124906460,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"502","ENSG00000283363",124906459,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"503","ENSG00000283363",124906458,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"504","ENSG00000283363",124906457,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"505","ENSG00000283363",124906456,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"506","ENSG00000283363",124906454,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"507","ENSG00000283363",124906453,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"508","ENSG00000283363",124906452,"DUX4L8","protein_coding","HG2023_PATCH",160550,161824
"509","ENSG00000283949",124906466,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"510","ENSG00000283949",124906465,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"511","ENSG00000283949",124906464,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"512","ENSG00000283949",124906463,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"513","ENSG00000283949",124906462,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"514","ENSG00000283949",124906461,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"515","ENSG00000283949",124906460,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"516","ENSG00000283949",124906459,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"517","ENSG00000283949",124906458,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"518","ENSG00000283949",124906457,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"519","ENSG00000283949",124906456,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"520","ENSG00000283949",124906454,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"521","ENSG00000283949",124906453,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"522","ENSG00000283949",124906452,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"523","ENSG00000283949",100288687,"DUX4","protein_coding","HG2023_PATCH",200222,211819
"524","ENSG00000291479",9027,"NAT8","protein_coding","HG2052_PATCH",310221,311920
"525","ENSG00000291480",51002,"TPRKB","protein_coding","HG2052_PATCH",398602,406898
"526","ENSG00000291483",8446,"DUSP11","protein_coding","HG2052_PATCH",431280,449630
"527","ENSG00000291484",388960,"C2orf78","protein_coding","HG2052_PATCH",453681,486646
"528","ENSG00000291465",2843,"GPR20","protein_coding","HG2031_PATCH",23024,33840
"529","ENSG00000291485",NA,"NAT8B","protein_coding","HG2052_PATCH",370074,370838
"530","ENSG00000291470",11156,"PTP4A3","protein_coding","HG2031_PATCH",58549,99008
"531","ENSG00000291474",122455339,"C8orf90","protein_coding","HG2031_PATCH",181192,185291
"532","ENSG00000291473",389690,"MROH5","protein_coding","HG2031_PATCH",100379,173784
"533","ENSG00000281877",6195,"RPS6KA1","protein_coding","HG2058_PATCH",17379,62648
"534","ENSG00000283781",8711,"TNK1","protein_coding","HG2046_PATCH",991,10231
"535","ENSG00000284009",57048,"PLSCR3","protein_coding","HG2046_PATCH",10184,15299
"536","ENSG00000284483",NA,"TMEM256-PLSCR3","protein_coding","HG2046_PATCH",10191,24554
"537","ENSG00000283771",254863,"TMEM256","protein_coding","HG2046_PATCH",23432,24554
"538","ENSG00000283859",57555,"NLGN2","protein_coding","HG2046_PATCH",25331,40317
"539","ENSG00000284598",374768,"SPEM1","protein_coding","HG2046_PATCH",40781,42089
"540","ENSG00000283714",201243,"SPEM2","protein_coding","HG2046_PATCH",46073,48025
"541","ENSG00000284090",107983988,"SPEM3","protein_coding","HG2046_PATCH",49314,53277
"542","ENSG00000286184",NA,"","protein_coding","HG2046_PATCH",49318,56735
"543","ENSG00000284228",284114,"TMEM102","protein_coding","HG2046_PATCH",55892,58136
"544","ENSG00000283903",2256,"FGF11","protein_coding","HG2046_PATCH",58730,65394
"545","ENSG00000283946",1140,"CHRNB1","protein_coding","HG2046_PATCH",65518,78167
"546","ENSG00000283868",57659,"ZBTB4","protein_coding","HG2046_PATCH",79823,104720
"547","ENSG00000284515",643664,"SLC35G6","protein_coding","HG2046_PATCH",101789,103953
"548","ENSG00000284832",5430,"POLR2A","protein_coding","HG2046_PATCH",104823,135071
"549","ENSG00000285312",347744,"C6orf52","protein_coding","HG2057_PATCH",182302,205681
"550","ENSG00000285226",55003,"PAK1IP1","protein_coding","HG2057_PATCH",205856,220666
"551","ENSG00000284936",51522,"TMEM14C","protein_coding","HG2057_PATCH",233799,242013
"552","ENSG00000285222",2651,"GCNT2","protein_coding","HG2057_PATCH",3107,140252
"553","ENSG00000281894",55888,"ZKSCAN7","protein_coding","HG2066_PATCH",80547,119527
"554","ENSG00000280661",285349,"ZNF660","protein_coding","HG2066_PATCH",103577,125048
"555","ENSG00000281709",110354863,"ZNF197","protein_coding","HG2066_PATCH",110242,173825
